date,latitude,longitude,elevation,slope,forest_density,water_distance,temperature,precipitation,wind_speed,animal_present
2024-12-12,37.97340862635777,-105.6726956120333,2000.0,45.0,0.5,1000.0,10.844676402727684,14.008452561479231,1.9021245198779144,1
2024-02-27,38.19366457947393,-105.91099798651378,2000.0,45.0,0.5,1000.0,4.15996249856434,3.6670601489503056,4.151786592435441,1
2024-02-21,37.79034569759528,-105.57430820092397,2000.0,45.0,0.5,1000.0,28.143420448288268,1.003857956217682,2.9123385848564607,1
2024-10-13,38.1538045741338,-105.85443874127172,2000.0,45.0,0.5,1000.0,29.975805265350882,9.093171361259916,0.12221555759583311,0
2024-03-27,38.49345909146852,-105.57305743807277,2000.0,45.0,0.5,1000.0,15.518123275962939,10.712497872468226,7.123410278730566,0
2024-06-20,37.6458928470814,-106.21817074384022,2000.0,45.0,0.5,1000.0,21.96042155309976,0.1681523656122377,9.591764758801999,1
2024-08-20,37.720173517212004,-106.40798065777639,2000.0,45.0,0.5,1000.0,2.5963339628199016,0.4284248981935358,2.500896668624527,1
2024-10-14,37.774248579803874,-105.62274058855543,2342.0,45.0,0.5,1000.0,4.047676776097134,9.998352747999595,2.380084810662761,0
2024-07-03,38.43797997761317,-106.43154830814602,2000.0,45.0,0.5,1000.0,2.2007017867047036,0.23519631922610582,5.516120741768277,0
2024-03-05,37.946088066732564,-106.38448005276244,2000.0,45.0,0.5,1000.0,0.6734987080718824,4.160147089550035,6.243442109591972,0
2024-07-20,37.58768170611268,-105.60635928936304,2000.0,45.0,0.5,1000.0,11.028531391218904,3.1474840818107177,1.3149908702639377,0
2024-03-15,37.58224841029121,-105.64313727342137,2000.0,45.0,0.5,1000.0,19.734027168318,2.768383669490106,11.094518166262375,0
2024-09-06,38.49643541475449,-105.82735371870329,2000.0,45.0,0.5,1000.0,10.981072523688997,6.067115762757316,2.3201056755232385,1
2024-05-04,37.5135931626083,-106.42946238245756,3533.0,45.0,0.5,1000.0,25.767567223845255,29.633905772932167,5.515376140758084,0
2024-08-12,38.341147564095735,-106.41401676965113,2000.0,45.0,0.5,1000.0,0.2764394669523682,0.35599499443709826,15.286961276037443,0
2024-04-17,37.53823221649457,-106.14812786277257,2000.0,45.0,0.5,1000.0,5.677000888173813,7.9711765247073405,0.8811517675714402,1
2024-08-26,37.80698340663723,-106.2317878759065,2000.0,45.0,0.5,1000.0,13.227688686937574,0.1428889990070351,4.6652213486004985,0
2024-05-06,37.50854595748697,-105.94251929980203,2305.0,45.0,0.5,1000.0,5.199603654751904,3.605323959187846,1.7063142656240005,0
2024-03-31,38.06249138544976,-105.83615445389378,2000.0,45.0,0.5,1000.0,9.158871031955709,4.276049343638062,5.195408789128572,0
2024-03-31,38.27667276854153,-105.50100529614213,2000.0,45.0,0.5,1000.0,16.3864710709736,1.7783804895337223,7.700483905449431,0
2024-06-18,38.31867667886772,-105.89691229838178,2000.0,45.0,0.5,1000.0,5.514409724269289,0.566307857865398,1.645481589277451,0
2024-05-26,37.81837344156679,-106.29961736971289,2000.0,45.0,0.5,1000.0,7.72884744569688,9.025121379979197,3.145132912242556,0
2024-02-09,37.91248638969342,-105.65231116870879,2423.0,0.0,0.5,1000.0,13.068291894051367,3.496574268161143,1.8371459580052545,1
2024-07-29,38.44303654149664,-105.87183781550019,2232.0,0.0,0.5,1000.0,16.11844444874726,6.265594621056627,5.047638601246167,0
2024-01-24,37.94762851623045,-106.32546686368356,2825.0,45.0,0.5,1000.0,15.324377356549409,1.69906203234924,4.191518127869913,0
2024-04-12,37.86476914324448,-106.11372806923714,2000.0,45.0,0.5,1000.0,8.116242414599133,2.4453637633270304,5.56167464595752,0
2024-11-11,38.48212574806368,-106.23244103274091,2000.0,45.0,0.5,1000.0,3.6291669171139755,0.3962364153118694,2.2115794355503953,1
2024-06-07,37.987914344050196,-106.01960386493619,2000.0,45.0,0.5,1000.0,-3.66444551360917,16.35376549549801,8.497025505936172,1
2024-03-24,38.419954593392966,-106.33493154901866,3248.0,45.0,0.5,1000.0,15.991237555805503,0.502258124421699,1.9042277560035747,1
2024-03-30,38.43169225042298,-106.04443573573883,2000.0,45.0,0.5,1000.0,17.169970212938495,1.8110937582877285,0.810055436651131,1
2024-02-03,37.78354357206378,-105.63053077867838,2345.0,0.0,0.5,1000.0,17.438807997272512,16.98994357971685,2.4701961195586395,0
2024-10-21,38.23741036912501,-106.47349001052397,2882.0,45.0,0.5,1000.0,14.29283330739061,6.775340763978329,4.398476607633472,0
2024-10-14,38.34575505597093,-105.72066215972325,2000.0,45.0,0.5,1000.0,13.22248589095893,11.718582265030616,4.652310413715009,0
2024-10-13,37.977699086032956,-106.45353604909039,2000.0,45.0,0.5,1000.0,15.683912754547718,0.6726375780034756,5.312307767687331,0
2024-06-05,37.74966268189843,-105.74635265489759,2000.0,45.0,0.5,1000.0,7.365395291780236,0.8951066254186171,2.9163811275795477,0
2024-08-18,38.165959730876935,-106.19121648107357,2000.0,45.0,0.5,1000.0,6.9807347770698716,7.037532013140839,2.3623183738184146,1
2024-08-20,37.630552517448216,-106.2484231624845,2385.0,45.0,0.5,1000.0,27.29701598270291,7.356165539896621,2.5833869544240424,0
2024-09-03,37.74575499278859,-106.42896942501378,2000.0,45.0,0.5,1000.0,28.903306921243953,1.0479813211864113,4.376144117918309,0
2024-04-26,37.55632156781916,-106.43171216129181,2000.0,45.0,0.5,1000.0,4.762441990327593,8.451847419502748,1.9909852912470458,1
2024-06-08,38.09018215433657,-106.11078242960369,2000.0,45.0,0.5,1000.0,12.41546972649677,14.473402035297433,4.021837813079255,0
2024-10-28,37.67107811673032,-105.78398668324938,2000.0,45.0,0.5,1000.0,18.161352552075332,1.8088971287759181,1.2032722691900795,0
2024-09-12,38.25431054416288,-106.30405382086607,2000.0,45.0,0.5,1000.0,2.724998756284327,6.210055199524716,11.5819661218445,0
2024-07-01,38.48590631384791,-105.58945352192028,2000.0,45.0,0.5,1000.0,15.217396745290714,7.781802643244086,1.5939989612234007,0
2024-03-19,38.341550558743364,-105.66590528452811,2106.0,45.0,0.5,1000.0,21.349267867981666,3.6697090162870016,0.7831247609336022,0
2024-02-18,37.72912435101294,-106.42821563600204,2000.0,45.0,0.5,1000.0,-1.215496323675005,14.645740479485925,3.060973590051545,1
2024-02-17,37.713073618137834,-105.61002432354366,2000.0,45.0,0.5,1000.0,4.911070882460084,2.3544357910150664,5.7019526389539745,0
2024-04-02,38.44818232898111,-106.0913887112374,2000.0,45.0,0.5,1000.0,13.915060111305664,12.411341653122745,2.490611296636134,1
2024-12-06,37.5247360923654,-106.00676812535717,2000.0,45.0,0.5,1000.0,16.691732400069828,18.268583875934613,1.8071187121223773,0
2024-01-09,37.51351687590111,-105.69076553411543,2000.0,45.0,0.5,1000.0,-0.4700652871678308,4.582227862816125,1.0905966128367193,1
2024-12-12,37.56820128415999,-105.64013787057878,2000.0,45.0,0.5,1000.0,11.070667809720039,2.7908765059710094,5.7303657230058205,1
2024-05-29,37.68132882720956,-105.60860635289332,2343.0,45.0,0.5,1000.0,23.195002982179922,3.54897072392403,0.9547225694494836,0
2024-04-17,38.39064485305722,-105.69292472797515,2000.0,34.39884513634789,0.5,1000.0,11.938722580694986,8.02527040568464,1.8950013884354238,0
2024-11-04,38.49479494928068,-106.16715282911038,2000.0,45.0,0.5,1000.0,18.902023777469733,2.2347746088254623,4.394309489845062,0
2024-11-06,38.39720914881632,-106.12867413585938,2000.0,45.0,0.5,1000.0,7.5663823394831855,5.580312835118838,2.324530282601763,0
2024-12-16,37.8352188406746,-105.7936009612245,2000.0,45.0,0.5,1000.0,5.587498323050854,0.6701545104442973,5.8913640764299755,0
2024-06-12,37.83821105142715,-106.4648092350435,2000.0,45.0,0.5,1000.0,13.488241372764953,1.2037846167862416,0.7464001239323774,0
2024-04-13,37.79954162271698,-106.40182190143045,2761.0,0.0,0.5,1000.0,16.01962314838777,4.271119561930907,2.408227825912059,0
2024-03-11,37.8142156421371,-105.99264205708096,2308.0,45.0,0.5,1000.0,11.751309019047524,16.28117948372243,4.247611733020602,0
2024-10-05,37.56523966418039,-105.90090417690325,2000.0,45.0,0.5,1000.0,14.58348445046661,4.445613654529361,0.4744838608172944,1
2024-11-05,38.361919005072465,-106.47862793144189,2000.0,45.0,0.5,1000.0,16.443302543419616,11.8609100113223,4.706793176215436,1
2024-05-08,37.836301300798745,-106.29722023056546,2000.0,45.0,0.5,1000.0,34.19751634303162,5.512793858658851,3.6385003933491764,1
2024-02-08,37.54795006728958,-105.5359641540633,2000.0,45.0,0.5,1000.0,16.37185095684421,14.755969246865913,2.780713548551767,0
2024-01-05,38.466225108425576,-105.8680534850898,2000.0,45.0,0.5,1000.0,9.687843800084575,3.1221194835265997,6.24580543467496,0
2024-01-18,37.699530371119955,-105.74539525663698,2293.0,0.0,0.5,1000.0,-3.9236094555729615,3.124070519797655,6.09934548611328,1
2024-12-01,38.35917314748215,-106.23277676862253,3267.0,45.0,0.5,1000.0,30.12428747841702,0.39092630518920984,5.073880338811293,1
2024-03-22,37.53101838159445,-106.21289087173199,2000.0,45.0,0.5,1000.0,9.519369862364698,0.31770256797003854,9.833997581962839,0
2024-10-08,38.07158178322742,-106.275950553064,2000.0,45.0,0.5,1000.0,11.972118389021356,2.4892124308773638,4.270734250851438,1
2024-06-22,38.18183410230367,-106.06470457028958,2000.0,45.0,0.5,1000.0,11.418099027886264,4.395528716337616,2.5715193064454445,0
2024-06-27,37.88047948999567,-106.43050901944966,2000.0,45.0,0.5,1000.0,19.927120838413845,18.284191730053866,5.088528523962141,0
2024-07-10,37.94616367981248,-106.06576961171024,2000.0,45.0,0.5,1000.0,15.704782774645544,1.628722356871938,4.336637377797491,1
2024-10-05,38.39483849458169,-105.88847438749832,2746.0,45.0,0.5,1000.0,13.009596935175988,4.507147623579594,0.8789330726067043,0
2024-02-08,38.45581047585256,-106.12482278648127,2000.0,45.0,0.5,1000.0,26.228009556475286,5.011276132327146,5.177429731112987,0
2024-05-07,37.92551732086223,-105.9331150869481,2000.0,45.0,0.5,1000.0,14.126044123054745,1.5330053410328106,6.024484204209594,0
2024-08-22,38.45020230205493,-105.50321700652832,2000.0,43.68005430607822,0.5,1000.0,44.167054340265395,2.305048367170138,4.0820637964987965,0
2024-09-02,38.22598107167472,-105.56887641575878,2000.0,45.0,0.5,1000.0,24.091377218553234,1.1318990311473907,2.8388751836698214,1
2024-07-10,38.46083621103694,-105.63118813417876,2621.0,45.0,0.5,1000.0,-5.601825448216772,1.8043345935847395,7.146985241752299,1
2024-02-01,37.6475530573848,-106.27523567821456,2000.0,45.0,0.5,1000.0,4.605775126816624,9.42796049849392,4.418660215431686,0
2024-11-20,37.54089455908481,-105.74434524623727,2000.0,45.0,0.5,1000.0,2.986642566833556,4.440400094502804,2.0718306016674903,0
2024-07-21,37.86412744397574,-106.38265894060176,2000.0,45.0,0.5,1000.0,0.2892091202422584,6.237742112663218,2.115168374639817,0
2024-01-25,38.11114859675567,-105.92820326419233,2000.0,45.0,0.5,1000.0,16.12144440994569,13.698754409854265,1.0426490123079286,1
2024-10-17,38.080833180104094,-106.43520849743607,2000.0,45.0,0.5,1000.0,10.61666790716292,1.6122652008541372,3.35632323198747,0
2024-10-16,38.33625179963877,-106.09042593769746,2000.0,45.0,0.5,1000.0,29.666293217107057,1.9813369252957687,1.5133766577044105,0
2024-03-22,38.10750550021976,-105.7892591379297,2508.0,0.0,0.5,1000.0,20.398352261974804,8.96120018874108,0.23416165528370078,1
2024-03-11,38.149420633014266,-106.31887364057768,2566.0,45.0,0.5,1000.0,19.447060935525613,6.613218437171627,4.512649627181646,0
2024-03-05,37.70353385423367,-105.5444063433903,2000.0,45.0,0.5,1000.0,8.009148999959105,0.1918842216279198,1.996826382803116,0
2024-01-01,38.3709483955856,-106.1401653596928,2000.0,45.0,0.5,1000.0,24.793422050418094,2.0794179988109307,1.6758498112181917,0
2024-03-11,38.21777034256447,-106.19817827959356,2000.0,45.0,0.5,1000.0,15.239715283087254,4.794445891353847,0.9936796375759294,0
2024-07-24,37.72116797570936,-105.86989758245993,2302.0,0.0,0.5,1000.0,18.04464484528937,5.598995467194411,3.970453325191868,1
2024-11-04,37.96866255290972,-106.29353583671039,2746.0,45.0,0.5,1000.0,7.222901706531988,3.0458684734331016,1.4445366685424605,0
2024-01-26,38.127483747717925,-106.40827080171583,2000.0,45.0,0.5,1000.0,20.674090186146795,8.557298762859851,1.4094029259250016,0
2024-05-15,37.91110880173149,-106.36610781579495,2000.0,45.0,0.5,1000.0,16.58415736470186,6.893970255081152,10.724847039088425,1
2024-04-12,37.95312817183994,-105.52122977928654,2000.0,45.0,0.5,1000.0,-8.616069094915847,0.34263313933262596,4.74809101512557,0
2024-08-30,37.68973347097115,-105.73023024095116,2000.0,45.0,0.5,1000.0,1.3744139680490086,2.1211512163029727,8.36775932152651,1
2024-07-08,37.69652003351053,-105.59383772808894,2358.0,0.0,0.5,1000.0,16.314203730219617,3.089579449476373,1.6291535132191177,0
2024-09-16,38.266426366712814,-106.13519220954412,2847.0,45.0,0.5,1000.0,12.268143299452005,6.672697654255453,4.065428283871893,0
2024-08-06,37.94643132053808,-106.15330575230828,2000.0,45.0,0.5,1000.0,18.678912905031723,11.425131349759496,0.7839108044854578,0
2024-09-16,37.840851784166524,-105.8510332418373,2000.0,45.0,0.5,1000.0,13.994175031552974,8.23425691401624,2.1443701915031186,0
2024-09-27,38.257409430392855,-105.98854865735397,2000.0,45.0,0.5,1000.0,-3.3165089507486414,2.3265302710458613,4.249125930637664,0
2024-01-07,38.089128346556386,-106.12996324779625,2000.0,45.0,0.5,1000.0,18.897284686070645,0.22761148183056687,1.3791233425374954,0
2024-05-20,38.24419135389178,-105.82861264534229,2000.0,45.0,0.5,1000.0,12.448722332217754,6.736918851574293,1.3513491723927127,1
2024-02-06,37.84012310467628,-105.68075251507595,2345.0,0.0,0.5,1000.0,18.335056305865834,0.10610883763931914,1.931434120557644,0
2024-10-14,37.9055492081053,-105.81233999408114,2298.0,45.0,0.5,1000.0,-3.879072388539793,5.627243546313458,1.9219611328406205,1
2024-06-14,38.264498407374674,-106.13715949851682,2000.0,45.0,0.5,1000.0,31.409147515615082,4.321929238870358,3.745706243564419,0
2024-10-22,38.172604085639534,-106.01721464998832,2000.0,45.0,0.5,1000.0,18.3655895292166,1.6104050140276924,5.603107194065167,1
2024-01-30,38.46320224476112,-106.12915484562836,2000.0,45.0,0.5,1000.0,18.154907854595514,8.100959307468347,5.057796103512885,1
2024-05-29,37.69195801285948,-106.02232287111585,2000.0,45.0,0.5,1000.0,13.78867477755974,2.5361863015650954,6.229325052113044,1
2024-08-02,37.72195277931223,-105.7423193092273,2000.0,45.0,0.5,1000.0,5.559636701115778,5.826627355046259,1.8899293843230673,0
2024-10-01,37.8840144946026,-106.16272911768867,2323.0,45.0,0.5,1000.0,11.286408819778131,5.93150334688789,0.31390531784164066,0
2024-11-05,38.46252462660999,-106.4816675897654,2000.0,45.0,0.5,1000.0,10.693730775284084,6.351575535013048,0.7069775076476414,0
2024-04-08,37.56277651925206,-106.14549875659765,2000.0,45.0,0.5,1000.0,23.770457888910926,6.974411981579605,5.485952149601775,1
2024-03-12,37.598670612575056,-105.75831349547018,2000.0,45.0,0.5,1000.0,12.738150885409496,2.0042024182960154,2.321890302533067,0
2024-02-10,37.62653760773229,-105.88114084475959,2000.0,45.0,0.5,1000.0,8.705169594531267,7.823243407345536,1.9163992339987013,0
2024-01-07,38.31516866752372,-105.65249356460755,2000.0,45.0,0.5,1000.0,6.4308462125825265,7.829135354243679,1.5788079532544916,0
2024-10-02,37.78158053059109,-106.4058384258649,2602.0,0.0,0.5,1000.0,17.27488105945103,9.440972658234033,4.921354961166522,1
2024-04-23,37.590877307304346,-105.61068709586635,2321.0,45.0,0.5,1000.0,32.52763495897883,0.046325936106129666,2.246294567511722,0
2024-05-30,37.53504141729516,-105.98999591015242,2000.0,45.0,0.5,1000.0,16.036114373957577,0.45575130480273274,3.0476055049830593,0
2024-04-04,37.72868236847993,-106.08536844193932,2000.0,45.0,0.5,1000.0,22.544882568519448,0.8518860983639609,3.707407636702353,0
2024-05-05,37.54897288366652,-106.45879850284868,2000.0,45.0,0.5,1000.0,14.212769129177522,1.6097431089118426,3.1641437637138514,1
2024-11-30,38.443235683041344,-106.22982835392968,2000.0,45.0,0.5,1000.0,-9.321738072102413,8.244953036497146,2.3923954012301545,0
2024-02-20,37.64571742971862,-105.62612596827348,2000.0,45.0,0.5,1000.0,-5.712013183775223,2.3609527318697814,5.400603598044725,1
2024-11-13,37.995784742872615,-106.18375120645844,2000.0,45.0,0.5,1000.0,-0.9270477009311584,11.194134736297855,1.5594731626083544,0
2024-05-22,38.19154982619469,-105.54961903080468,2000.0,45.0,0.5,1000.0,3.6552753237770848,0.8312363632676657,6.386600682013276,1
2024-05-31,38.39137114960993,-106.38681497692492,2740.0,0.0,0.5,1000.0,16.156373453975593,1.6558798708283922,2.860451027138873,1
2024-11-01,37.646479468573276,-106.17752986998617,2354.0,45.0,0.5,1000.0,21.50672090853617,1.645804155786078,5.876218445564281,0
2024-06-22,37.590779945864234,-105.90547706210295,2000.0,45.0,0.5,1000.0,6.6057679369251545,3.1674259555623547,9.294828177410587,0
2024-04-11,37.79004439087272,-106.08849277305536,2000.0,45.0,0.5,1000.0,24.12451120172514,0.2877356463400388,5.727980979138061,0
2024-05-18,38.25702928840162,-106.04534782759262,2000.0,45.0,0.5,1000.0,18.063464864136606,1.9904457776492364,5.561836036282996,0
2024-10-06,38.21073710580449,-106.19199132407823,2000.0,45.0,0.5,1000.0,1.5674666763445124,2.9364138793312207,5.650008162357154,0
2024-03-10,38.34138210328405,-105.70018637619978,2000.0,45.0,0.5,1000.0,11.3894759773916,14.041298703492558,2.993404391588372,0
2024-02-28,37.61245497648429,-105.8971707164363,2000.0,45.0,0.5,1000.0,16.53786140255708,4.981396387446534,1.96094196749431,1
2024-01-08,38.075345074834274,-106.11714230443023,2000.0,45.0,0.5,1000.0,-5.902034433915773,1.2789041934104914,6.863912787723833,0
2024-09-01,38.27618259036166,-105.95224636725308,2426.0,45.0,0.5,1000.0,13.12487377708797,2.7917626115490495,3.129057503220963,0
2024-03-31,38.0222651994727,-105.65598852339008,2000.0,45.0,0.5,1000.0,-14.804391729158745,6.991902008784583,4.690178261245926,0
2024-05-24,37.57639658442486,-106.21300528969557,2000.0,45.0,0.5,1000.0,16.59244029066762,1.4764661582435887,11.40648418655392,0
2024-07-22,38.04846607989554,-105.87836743448344,2000.0,45.0,0.5,1000.0,12.643210233514019,4.331437074909401,2.3659876512177553,0
2024-06-22,37.81884610504284,-105.99070521762795,2000.0,45.0,0.5,1000.0,21.153357526034977,0.2718710395888014,2.1998597384053276,1
2024-07-17,37.58058961481966,-105.9634741141821,2000.0,45.0,0.5,1000.0,28.220636634188413,19.77125492613231,2.824721179698246,1
2024-06-19,37.80439844769384,-105.81904942394934,2000.0,45.0,0.5,1000.0,14.115384027999571,0.5773289350114318,7.460164483685378,0
2024-12-12,37.874481403007245,-106.39745065412971,2887.0,45.0,0.5,1000.0,-3.75840378681589,6.286318250221714,2.445861619792994,0
2024-07-28,37.54733993091199,-105.62617854866296,2000.0,45.0,0.5,1000.0,31.873366939951303,2.7847011127027232,4.320085346033499,0
2024-06-05,38.41969508042259,-105.56752133107936,2000.0,45.0,0.5,1000.0,20.59795874362218,8.982089421942888,6.446648749482076,1
2024-04-19,37.78567783854798,-106.30617507588542,2000.0,45.0,0.5,1000.0,7.800531204510781,6.470676027148357,2.1218735075403887,1
2024-09-17,37.920152022701316,-106.26418832303747,2000.0,45.0,0.5,1000.0,8.48479389060679,13.333207470376982,5.249103078397213,1
2024-08-06,38.374985518632755,-105.87280227925282,2000.0,45.0,0.5,1000.0,16.365091727215347,2.4443261922699775,2.947134329390641,1
2024-08-18,37.76122816256602,-105.79731841743917,2000.0,45.0,0.5,1000.0,27.239109421153064,0.5113258493880983,8.340944620566983,1
2024-08-09,38.27007911265907,-105.58270144780413,2380.0,0.0,0.5,1000.0,3.7690207164631158,31.04222568774845,0.6977337613270364,1
2024-05-01,38.34147852281244,-106.10207560714744,3220.0,45.0,0.5,1000.0,14.111832634614139,6.494171605288469,7.494702581289323,0
2024-09-08,37.78439909187249,-105.83358221738078,2000.0,45.0,0.5,1000.0,11.964372940987143,0.6730223041172966,0.8660901510534518,1
2024-04-15,37.628842832753556,-106.1834567668092,2000.0,45.0,0.5,1000.0,9.121876706583604,18.552839821138928,1.4176030321516393,0
2024-09-09,38.23777852490812,-105.92816343959728,2000.0,45.0,0.5,1000.0,20.98856993203348,2.3792282966131886,1.3604749780046486,0
2024-05-15,37.740733169715284,-106.30421779388121,2391.0,45.0,0.5,1000.0,17.48497106529095,0.8655718403666212,5.2709621206999415,0
2024-01-01,37.88299008381406,-105.64026361825206,2000.0,45.0,0.5,1000.0,5.74613481499674,5.710824530270453,1.7839836932143365,1
2024-06-08,37.65520659979178,-106.29563888488627,2000.0,45.0,0.5,1000.0,16.726754487251053,1.5098739492259954,0.22206575397515288,1
2024-03-05,37.50559712737061,-105.90661411144605,2000.0,45.0,0.5,1000.0,-7.497606501514078,3.409992256792477,2.0365726672773783,0
2024-08-12,37.812592495596625,-105.65160020812624,2000.0,45.0,0.5,1000.0,-1.3367374233009741,10.25070114826146,5.216486511456159,1
2024-10-03,38.351767034553085,-106.04096483600402,2000.0,45.0,0.5,1000.0,1.679260049659634,2.4337977285415007,3.2363307214535597,0
2024-10-01,38.2910595044718,-106.40357475552284,2000.0,45.0,0.5,1000.0,0.5192093451632385,1.7541940942902183,1.0086887083420117,1
2024-03-06,38.10311727158003,-105.78584154564881,2498.0,45.0,0.5,1000.0,26.165208804046884,1.2035608303083047,4.238515547127277,0
2024-03-16,37.80837023926702,-106.05884255642869,2000.0,45.0,0.5,1000.0,12.025830775763971,5.809340255117751,3.5733255007031706,0
2024-09-02,38.366677028057914,-106.34399784671868,2000.0,45.0,0.5,1000.0,17.486599192703384,0.0969299737242803,4.600429176476697,1
2024-12-25,38.20405084879025,-106.38500642300961,2000.0,45.0,0.5,1000.0,-1.747310312349569,2.8042742478445177,1.3120332539389106,0
2024-09-09,37.7155667006372,-105.9108861588806,2000.0,45.0,0.5,1000.0,0.9777678806431123,2.903917516603982,1.7267046486296938,0
2024-04-17,38.263033934234144,-106.38005691556427,2000.0,45.0,0.5,1000.0,19.81128673400246,2.022670683998134,2.920561852068746,0
2024-10-23,38.05741445475078,-105.56672443487201,3100.0,0.0,0.5,1000.0,15.479810984120972,2.8936588147121265,5.656933085865891,1
2024-12-01,38.26747223925237,-106.39501693073493,3372.0,0.0,0.5,1000.0,11.68585889819644,0.6328247473567601,0.8711339575821067,0
2024-11-12,38.27609975644375,-105.97535886850524,2490.0,45.0,0.5,1000.0,20.0022526150984,4.499339199263368,1.4251505747453055,0
2024-01-02,38.23209361407802,-106.30941967431292,2000.0,45.0,0.5,1000.0,10.774112180950429,26.426377729406827,2.583279748743576,0
2024-11-23,38.38123019029597,-105.85492488950491,2000.0,45.0,0.5,1000.0,29.532394305360878,5.61996487812272,3.963689591729287,0
